order_id,product_id,quantity,unit_price,discount
940,53,2,108.15,0.0
940,32,4,37.01,0.0
940,5,4,95.87,0.0
941,90,1,109.37,0.0
941,93,1,68.0,0.0
941,27,2,86.91,0.0
941,8,2,274.79,0.0
941,30,3,18.03,0.0
942,1,4,74.48,0.0
943,101,1,29.93,0.0
943,6,1,79.0,0.0
943,90,1,109.37,0.2
943,81,1,31.68,0.0
943,85,4,22.44,0.1
944,86,4,230.89,0.1
944,72,2,27.53,0.0
944,17,1,30.4,0.0
945,100,1,30.75,0.0
945,53,3,108.15,0.0
946,86,1,230.89,0.0
947,82,1,55.45,0.0
947,56,2,180.17,0.0
947,79,3,73.8,0.0
947,101,3,29.93,0.0
948,102,3,104.68,0.0
948,30,2,18.03,0.0
949,117,1,15.26,0.0
949,21,2,82.02,0.0
949,14,1,74.09,0.0
949,68,2,34.7,0.0
949,92,4,66.97,0.1
950,39,1,813.85,0.0
950,56,3,180.17,0.0
950,81,1,31.68,0.0
950,100,3,30.75,0.0
950,91,2,128.38,0.0
951,64,4,248.26,0.0
951,23,4,25.86,0.0
951,24,3,20.63,0.0
952,114,1,14.07,0.2
952,31,4,527.26,0.0
952,14,2,74.09,0.0
952,89,3,15.09,0.0
952,33,4,19.5,0.0
953,95,1,31.66,0.1
953,107,1,257.39,0.0
953,47,1,25.63,0.15
954,49,2,23.55,0.0
954,63,1,19.91,0.0
955,9,1,35.83,0.0
955,77,1,15.68,0.15
955,66,2,405.53,0.0
956,5,3,95.87,0.0
956,26,1,36.15,0.1
956,52,2,15.79,0.2
956,91,2,128.38,0.0
956,7,2,23.82,0.0
957,93,3,68.0,0.0
957,95,3,31.66,0.0
958,17,2,30.4,0.0
958,84,3,62.27,0.0
959,113,3,570.95,0.2
959,41,3,61.94,0.0
959,73,4,111.85,0.1
959,55,4,16.78,0.0
960,30,4,18.03,0.0
960,79,1,73.8,0.0
960,75,3,350.21,0.0
960,14,3,74.09,0.0
960,96,4,13.59,0.15
961,5,3,95.87,0.0
962,54,1,27.62,0.0
963,39,2,813.85,0.0
963,47,4,25.63,0.0
963,25,3,11.98,0.0
964,109,1,24.7,0.0
964,96,1,13.59,0.0
964,59,1,90.35,0.0
965,16,2,15.62,0.0
965,111,3,36.67,0.0
966,1,4,74.48,0.15
966,89,4,15.09,0.0
966,15,3,50.98,0.0
966,86,2,230.89,0.0
966,14,2,74.09,0.0
967,47,1,25.63,0.0
967,114,2,14.07,0.0
967,60,3,91.68,0.0
967,120,1,87.36,0.0
967,40,2,72.98,0.0
968,54,3,27.62,0.0
968,21,1,82.02,0.0
968,29,4,102.09,0.0
968,93,1,68.0,0.0
968,14,3,74.09,0.1
969,52,2,15.79,0.0
969,66,3,405.53,0.0
969,44,2,18.46,0.0
969,75,4,350.21,0.0
969,46,4,1072.61,0.15
970,52,2,15.79,0.0
971,44,3,18.46,0.0
972,70,3,28.81,0.0
972,66,2,405.53,0.0
973,26,2,36.15,0.0
974,15,3,50.98,0.1
974,18,2,673.88,0.0
974,108,3,27.5,0.0
975,100,4,30.75,0.0
975,113,1,570.95,0.0
976,108,4,27.5,0.0
976,34,3,95.61,0.0
976,50,1,36.36,0.0
977,48,2,128.2,0.0
978,113,1,570.95,0.0
979,76,1,10.64,0.0
980,11,4,362.9,0.0
981,17,4,30.4,0.0
982,86,4,230.89,0.0
982,66,4,405.53,0.0
982,92,3,66.97,0.0
983,106,3,46.75,0.0
983,100,3,30.75,0.0
983,27,1,86.91,0.0
984,60,4,91.68,0.0
985,24,1,20.63,0.0
985,112,3,10.05,0.2
985,52,3,15.79,0.0
985,63,2,19.91,0.0
985,15,4,50.98,0.0
986,14,4,74.09,0.0
986,39,2,813.85,0.0
987,42,4,13.33,0.0
988,74,2,36.95,0.0
988,21,2,82.02,0.0
988,113,2,570.95,0.0
989,88,3,13.67,0.0
989,15,4,50.98,0.0
989,112,2,10.05,0.15
989,12,4,61.23,0.0
990,81,3,31.68,0.0
991,27,1,86.91,0.0
991,85,4,22.44,0.0
991,61,1,37.44,0.0
991,38,1,37.51,0.0
991,119,2,44.92,0.0
992,22,4,133.91,0.0
992,120,3,87.36,0.0
992,36,2,76.85,0.0
992,49,2,23.55,0.2
993,105,1,45.11,0.0
993,50,2,36.36,0.0
993,77,4,15.68,0.0
993,107,3,257.39,0.2
994,49,3,23.55,0.0
994,118,3,369.42,0.0
994,62,4,151.53,0.0
994,21,3,82.02,0.0
994,65,4,759.55,0.0
995,20,3,17.08,0.0
995,13,1,290.11,0.0
995,17,1,30.4,0.0
995,55,2,16.78,0.0
995,25,2,11.98,0.0
996,91,4,128.38,0.0
997,71,1,114.05,0.0
997,53,2,108.15,0.0
997,17,3,30.4,0.0
997,111,4,36.67,0.0
997,93,3,68.0,0.0
998,64,4,248.26,0.0
998,9,3,35.83,0.0
998,94,4,8.62,0.0
998,83,1,34.02,0.0
998,67,2,38.0,0.0
999,9,1,35.83,0.0
999,61,4,37.44,0.0
1000,3,4,210.73,0.0
1000,103,1,101.9,0.0
1000,63,1,19.91,0.1
1001,14,4,74.09,0.15
1001,100,2,30.75,0.0
1002,87,2,400.13,0.0
1002,44,4,18.46,0.0
1003,87,3,400.13,0.0
1003,101,4,29.93,0.0
1003,86,4,230.89,0.0
1004,116,1,340.28,0.0
1004,111,3,36.67,0.0
1004,68,4,34.7,0.0
1005,30,1,18.03,0.1
1005,21,2,82.02,0.0
1005,34,2,95.61,0.0
1005,16,3,15.62,0.0
1005,115,2,22.31,0.0
1006,26,2,36.15,0.0
1006,42,1,13.33,0.1
1007,102,1,104.68,0.0
1008,62,4,151.53,0.15
1008,94,1,8.62,0.0
1009,70,4,28.81,0.0
1009,63,3,19.91,0.0
1009,76,4,10.64,0.0
1009,97,4,15.51,0.0
1009,47,1,25.63,0.0
1010,32,2,37.01,0.0
1010,110,4,59.35,0.0
1011,46,4,1072.61,0.0
1011,66,3,405.53,0.0
1011,16,1,15.62,0.0
1011,110,4,59.35,0.0
1012,98,2,979.01,0.0
1013,85,4,22.44,0.0
1014,56,3,180.17,0.1
1015,114,3,14.07,0.0
1015,45,4,28.82,0.0
1015,33,2,19.5,0.0
1015,20,2,17.08,0.1
1015,25,2,11.98,0.0
1016,63,3,19.91,0.0
1016,4,1,30.61,0.0
1017,4,4,30.61,0.1
1017,108,1,27.5,0.0
1017,18,3,673.88,0.0
1017,63,3,19.91,0.0
1018,20,3,17.08,0.0
1018,15,3,50.98,0.0
1019,12,2,61.23,0.0
1020,88,2,13.67,0.0
1021,61,4,37.44,0.0
1022,17,4,30.4,0.0
1022,104,1,291.82,0.0
1022,39,4,813.85,0.1
1022,42,1,13.33,0.0
1023,19,4,207.39,0.15
1023,61,1,37.44,0.0
1023,30,3,18.03,0.2
1023,84,4,62.27,0.1
1024,50,3,36.36,0.15
1025,90,3,109.37,0.1
1025,34,4,95.61,0.0
1025,107,2,257.39,0.0
1025,65,2,759.55,0.15
1026,114,1,14.07,0.0
1027,58,2,22.91,0.1
1027,88,1,13.67,0.0
1028,26,3,36.15,0.2
1029,43,4,23.13,0.15
1030,109,4,24.7,0.0
1030,103,3,101.9,0.0
1030,110,1,59.35,0.0
1031,101,1,29.93,0.0
1031,95,2,31.66,0.0
1032,104,1,291.82,0.1
1032,18,2,673.88,0.1
1032,47,2,25.63,0.0
1032,115,3,22.31,0.15
1033,65,1,759.55,0.2
1033,8,4,274.79,0.0
1033,111,2,36.67,0.0
1034,71,1,114.05,0.1
1034,3,3,210.73,0.2
1034,107,2,257.39,0.0
1035,36,3,76.85,0.1
1035,28,1,93.78,0.2
1035,98,4,979.01,0.0
1035,101,1,29.93,0.0
1036,102,3,104.68,0.0
1036,67,4,38.0,0.0
1037,10,4,121.49,0.0
1037,111,1,36.67,0.0
1037,32,3,37.01,0.0
1037,39,2,813.85,0.0
1038,113,3,570.95,0.0
1038,86,4,230.89,0.0
1038,21,1,82.02,0.0
1038,84,1,62.27,0.0
1038,36,2,76.85,0.1
1039,23,4,25.86,0.0
1039,83,3,34.02,0.0
1039,14,3,74.09,0.0
1039,30,1,18.03,0.0
1039,51,4,37.61,0.0
1040,94,4,8.62,0.0
1040,26,2,36.15,0.2
1040,16,1,15.62,0.0
1040,103,4,101.9,0.0
1040,115,4,22.31,0.0
1041,45,3,28.82,0.0
1041,8,4,274.79,0.0
1041,107,1,257.39,0.0
1042,114,3,14.07,0.0
1042,2,3,26.52,0.0
1043,110,4,59.35,0.15
1044,113,4,570.95,0.2
1044,107,2,257.39,0.0
1045,9,1,35.83,0.0
1045,29,2,102.09,0.0
1045,46,2,1072.61,0.15
1045,66,2,405.53,0.0
1046,16,2,15.62,0.0
1046,57,3,260.52,0.0
1046,21,4,82.02,0.0
1046,45,2,28.82,0.0
1046,11,1,362.9,0.0
1047,61,1,37.44,0.0
1048,35,4,273.54,0.0
1048,1,3,74.48,0.0
1048,108,4,27.5,0.0
1049,102,1,104.68,0.0
1049,94,2,8.62,0.1
1050,110,3,59.35,0.0
1050,17,1,30.4,0.15
1050,96,2,13.59,0.0
1050,39,4,813.85,0.0
1050,89,3,15.09,0.0
1051,16,3,15.62,0.0
1052,5,3,95.87,0.15
1052,76,4,10.64,0.0
1052,102,2,104.68,0.0
1053,105,1,45.11,0.0
1054,73,4,111.85,0.1
1055,5,4,95.87,0.0
1055,57,2,260.52,0.1
1056,79,1,73.8,0.0
1057,19,1,207.39,0.0
1058,75,1,350.21,0.0
1058,77,2,15.68,0.0
1058,82,1,55.45,0.0
1058,110,4,59.35,0.0
1058,63,2,19.91,0.0
1059,25,1,11.98,0.0
1059,21,1,82.02,0.0
1059,90,2,109.37,0.0
1060,54,2,27.62,0.2
1060,61,4,37.44,0.0
1060,70,2,28.81,0.0
1061,6,1,79.0,0.0
1061,2,3,26.52,0.0
1061,77,2,15.68,0.15
1061,85,4,22.44,0.0
1062,88,4,13.67,0.15
1062,4,1,30.61,0.0
1062,87,4,400.13,0.0
1062,13,1,290.11,0.0
1063,10,1,121.49,0.0
1064,78,3,137.74,0.2
1064,75,1,350.21,0.0
1065,82,2,55.45,0.0
1065,109,2,24.7,0.0
1065,103,2,101.9,0.0
1065,118,4,369.42,0.0
1065,30,1,18.03,0.0
1066,107,3,257.39,0.0
1066,114,3,14.07,0.0
1066,84,3,62.27,0.0
1067,90,3,109.37,0.0
1067,42,1,13.33,0.1
1068,14,2,74.09,0.0
1068,119,2,44.92,0.0
1069,1,2,74.48,0.0
1069,54,1,27.62,0.0
1069,58,1,22.91,0.0
1069,48,4,128.2,0.0
1069,7,3,23.82,0.0
1070,71,3,114.05,0.0
1070,43,2,23.13,0.0
1071,99,4,38.04,0.0
1071,19,4,207.39,0.0
1071,48,2,128.2,0.0
1071,80,4,21.1,0.0
1071,4,1,30.61,0.0
1072,79,2,73.8,0.0
1072,22,2,133.91,0.2
1072,37,3,921.79,0.0
1073,57,3,260.52,0.0
1073,90,2,109.37,0.15
1073,103,4,101.9,0.0
1073,112,1,10.05,0.0
1073,14,4,74.09,0.0
1074,72,3,27.53,0.0
1075,54,2,27.62,0.0
1076,12,4,61.23,0.0
1076,43,4,23.13,0.1
1076,54,2,27.62,0.0
1076,79,3,73.8,0.0
1076,86,2,230.89,0.0
1077,108,2,27.5,0.0
1077,5,1,95.87,0.0
1077,53,2,108.15,0.0
1078,113,2,570.95,0.0
1078,108,1,27.5,0.0
1078,53,4,108.15,0.0
1078,42,1,13.33,0.0
1079,78,4,137.74,0.0
1079,74,2,36.95,0.0
1080,40,4,72.98,0.1
1080,75,3,350.21,0.0
1080,78,3,137.74,0.0
1080,37,4,921.79,0.0
1080,30,2,18.03,0.0
1081,16,2,15.62,0.0
1081,22,2,133.91,0.0
1082,9,4,35.83,0.0
1082,71,2,114.05,0.0
1082,30,1,18.03,0.0
1083,11,2,362.9,0.0
1083,58,4,22.91,0.0
1083,15,3,50.98,0.0
1084,58,4,22.91,0.0
1085,10,3,121.49,0.0
1085,34,2,95.61,0.0
1085,74,3,36.95,0.0
1086,26,4,36.15,0.0
1087,73,2,111.85,0.0
1087,93,2,68.0,0.0
1087,13,2,290.11,0.0
1087,107,2,257.39,0.0
1087,8,3,274.79,0.0
1088,41,1,61.94,0.0
1088,63,2,19.91,0.15
1088,32,1,37.01,0.0
1088,40,1,72.98,0.0
1088,86,1,230.89,0.0
1089,40,3,72.98,0.15
1089,109,2,24.7,0.0
1089,88,1,13.67,0.0
1090,12,3,61.23,0.0
1091,7,3,23.82,0.0
1091,83,4,34.02,0.0
1091,45,4,28.82,0.1
1091,37,3,921.79,0.0
1092,8,3,274.79,0.0
1092,15,2,50.98,0.0
1093,107,4,257.39,0.0
1093,86,4,230.89,0.0
1093,115,4,22.31,0.0
1093,61,3,37.44,0.15
1093,74,3,36.95,0.2
1094,15,1,50.98,0.0
1094,86,1,230.89,0.0
1095,70,2,28.81,0.0
1095,71,2,114.05,0.0
1096,118,1,369.42,0.0
1096,35,2,273.54,0.0
1096,90,1,109.37,0.0
1097,108,1,27.5,0.0
1098,78,1,137.74,0.15
1098,55,1,16.78,0.0
1098,60,1,91.68,0.0
1098,113,1,570.95,0.0
1099,66,3,405.53,0.2
1099,99,3,38.04,0.0
1099,93,2,68.0,0.0
1100,113,2,570.95,0.0
1101,69,4,149.0,0.0
1101,8,2,274.79,0.0
1102,109,1,24.7,0.0
1102,66,2,405.53,0.0
1102,82,3,55.45,0.0
1102,117,2,15.26,0.0
1102,21,1,82.02,0.2
1103,41,4,61.94,0.0
1103,5,4,95.87,0.0
1104,85,4,22.44,0.15
1104,24,1,20.63,0.0
1105,29,3,102.09,0.0
1106,73,1,111.85,0.0
1106,5,1,95.87,0.0
1107,77,1,15.68,0.0
1107,53,3,108.15,0.0
1108,35,4,273.54,0.0
1108,59,3,90.35,0.0
1108,37,1,921.79,0.0
1108,95,3,31.66,0.0
1108,28,4,93.78,0.0
1109,63,4,19.91,0.0
1109,58,4,22.91,0.0
1109,25,2,11.98,0.15
1110,104,4,291.82,0.0
1110,32,1,37.01,0.0
1110,67,4,38.0,0.0
1110,12,4,61.23,0.1
1111,16,4,15.62,0.1
1112,107,4,257.39,0.0
1112,32,4,37.01,0.15
1112,33,4,19.5,0.0
1112,90,3,109.37,0.1
1112,113,4,570.95,0.0
1113,69,1,149.0,0.2
1114,42,2,13.33,0.0
1114,54,2,27.62,0.0
1115,30,3,18.03,0.0
1115,86,4,230.89,0.0
1115,23,1,25.86,0.0
1115,8,1,274.79,0.0
1116,29,1,102.09,0.0
1116,46,1,1072.61,0.0
1117,114,1,14.07,0.1
1117,72,4,27.53,0.15
1118,49,1,23.55,0.2
1118,89,4,15.09,0.15
1118,16,2,15.62,0.0
1118,81,2,31.68,0.0
1118,22,1,133.91,0.0
1119,77,4,15.68,0.0
1119,20,1,17.08,0.1
1119,97,3,15.51,0.0
1120,41,1,61.94,0.0
1120,107,3,257.39,0.0
1120,85,2,22.44,0.0
1121,107,3,257.39,0.15
1122,5,4,95.87,0.15
1122,101,1,29.93,0.0
1122,32,2,37.01,0.0
1122,75,2,350.21,0.0
1122,105,2,45.11,0.0
1123,112,1,10.05,0.0
1123,44,1,18.46,0.0
1124,9,3,35.83,0.0
1124,41,2,61.94,0.0
1124,78,3,137.74,0.0
1124,72,3,27.53,0.1
1125,18,2,673.88,0.0
1125,99,2,38.04,0.0
1126,78,4,137.74,0.1
1127,93,4,68.0,0.15
1127,48,3,128.2,0.0
1127,115,3,22.31,0.0
1127,43,1,23.13,0.0
1128,91,3,128.38,0.0
1129,11,2,362.9,0.0
1129,107,2,257.39,0.0
1129,112,1,10.05,0.1
1129,10,4,121.49,0.0
1129,87,3,400.13,0.0
1130,78,4,137.74,0.0
1130,113,4,570.95,0.0
1130,38,3,37.51,0.15
1130,45,4,28.82,0.0
1131,68,1,34.7,0.0
1131,59,4,90.35,0.0
1132,62,4,151.53,0.0
1132,51,2,37.61,0.2
1132,17,4,30.4,0.0
1132,84,2,62.27,0.15
1133,57,2,260.52,0.0
1134,83,2,34.02,0.2
1135,28,4,93.78,0.0
1135,63,3,19.91,0.0
1135,44,3,18.46,0.0
1136,41,2,61.94,0.1
1136,110,1,59.35,0.0
1136,17,4,30.4,0.0
1136,99,1,38.04,0.0
1136,75,4,350.21,0.0
1137,2,3,26.52,0.1
1138,30,4,18.03,0.0
1138,14,2,74.09,0.15
1138,82,3,55.45,0.0
1139,67,4,38.0,0.0
1140,15,4,50.98,0.0
1140,93,2,68.0,0.0
1141,82,4,55.45,0.0
1141,112,4,10.05,0.0
1141,33,1,19.5,0.0
1141,9,2,35.83,0.1
1142,120,2,87.36,0.0
1142,22,2,133.91,0.0
1142,48,1,128.2,0.0
1143,107,4,257.39,0.0
1143,2,2,26.52,0.0
1144,31,1,527.26,0.0
1144,68,2,34.7,0.0
1145,64,3,248.26,0.0
1145,45,2,28.82,0.0
1145,22,3,133.91,0.2
1146,32,4,37.01,0.2
1147,45,1,28.82,0.0
1147,74,2,36.95,0.0
1148,30,4,18.03,0.0
1148,61,4,37.44,0.0
1148,71,3,114.05,0.1
1148,4,3,30.61,0.0
1148,27,2,86.91,0.0
1149,26,2,36.15,0.0
1149,54,1,27.62,0.0
1150,74,2,36.95,0.0
1151,55,1,16.78,0.1
1152,99,3,38.04,0.0
1152,53,2,108.15,0.0
1152,36,2,76.85,0.0
1152,31,1,527.26,0.0
1152,21,4,82.02,0.0
1153,53,4,108.15,0.0
1153,28,1,93.78,0.1
1153,85,2,22.44,0.0
1153,106,3,46.75,0.0
1154,105,1,45.11,0.2
1154,109,3,24.7,0.0
1154,30,2,18.03,0.0
1154,84,4,62.27,0.0
1155,2,1,26.52,0.0
1155,20,1,17.08,0.0
1155,100,4,30.75,0.0
1155,91,4,128.38,0.0
1155,15,2,50.98,0.0
1156,64,4,248.26,0.0
1156,54,4,27.62,0.0
1156,33,3,19.5,0.1
1157,6,2,79.0,0.0
1157,12,3,61.23,0.0
1157,8,4,274.79,0.0
1157,95,3,31.66,0.0
1157,112,4,10.05,0.0
1158,63,4,19.91,0.15
1158,9,4,35.83,0.0
1158,117,4,15.26,0.0
1159,19,1,207.39,0.0
1159,47,4,25.63,0.0
1159,101,1,29.93,0.0
1159,117,4,15.26,0.0
1160,56,2,180.17,0.0
1161,79,2,73.8,0.0
1162,120,1,87.36,0.0
1162,27,2,86.91,0.0
1162,2,2,26.52,0.0
1163,17,2,30.4,0.0
1163,88,2,13.67,0.15
1164,118,4,369.42,0.0
1164,42,3,13.33,0.0
1164,92,4,66.97,0.0
1164,59,3,90.35,0.0
1164,36,3,76.85,0.0
1165,1,1,74.48,0.0
1165,33,4,19.5,0.0
1166,3,2,210.73,0.0
1166,55,4,16.78,0.0
1166,97,2,15.51,0.0
1167,29,3,102.09,0.2
1167,11,1,362.9,0.1
1167,90,4,109.37,0.1
1168,10,2,121.49,0.1
1168,62,3,151.53,0.0
1168,72,3,27.53,0.0
1168,71,1,114.05,0.0
1168,15,4,50.98,0.0
1169,16,1,15.62,0.0
1169,22,3,133.91,0.0
1169,14,1,74.09,0.0
1169,25,1,11.98,0.0
1169,75,1,350.21,0.0
1170,109,4,24.7,0.0
1170,8,4,274.79,0.0
1170,86,1,230.89,0.0
1170,11,2,362.9,0.0
1170,112,1,10.05,0.15
1171,94,3,8.62,0.0
1171,15,4,50.98,0.0
1171,53,4,108.15,0.0
1171,28,2,93.78,0.0
1172,28,4,93.78,0.0
1173,44,2,18.46,0.0
1173,112,4,10.05,0.15
1173,68,3,34.7,0.0
1173,52,4,15.79,0.0
1174,49,4,23.55,0.0
1174,108,1,27.5,0.1
1174,70,1,28.81,0.0
1174,104,2,291.82,0.0
1174,4,1,30.61,0.2
1175,30,2,18.03,0.0
1175,29,3,102.09,0.1
1175,68,4,34.7,0.0
1175,84,1,62.27,0.0
1175,57,3,260.52,0.0
1176,42,1,13.33,0.1
1176,6,2,79.0,0.0
1177,66,2,405.53,0.0
1178,95,1,31.66,0.0
1178,75,2,350.21,0.0
1178,64,1,248.26,0.0
1178,63,3,19.91,0.0
1179,29,1,102.09,0.0
1179,84,2,62.27,0.0
1179,83,3,34.02,0.1
1180,57,2,260.52,0.0
1180,1,3,74.48,0.0
1181,86,2,230.89,0.0
1181,17,2,30.4,0.0
1181,11,1,362.9,0.0
1182,7,4,23.82,0.0
1182,73,3,111.85,0.0
1183,102,1,104.68,0.0
1183,81,4,31.68,0.0
1183,59,4,90.35,0.0
1184,115,1,22.31,0.0
1184,81,1,31.68,0.0
1185,4,4,30.61,0.15
1185,46,4,1072.61,0.0
1185,12,2,61.23,0.0
1185,92,4,66.97,0.0
1186,70,1,28.81,0.0
1186,103,2,101.9,0.0
1186,49,4,23.55,0.0
1186,110,2,59.35,0.0
1186,65,3,759.55,0.0
1187,112,2,10.05,0.0
1187,25,3,11.98,0.0
1188,12,2,61.23,0.15
1188,80,3,21.1,0.0
1188,104,4,291.82,0.0
1188,19,3,207.39,0.0
1189,111,1,36.67,0.0
1189,28,1,93.78,0.0
1189,57,4,260.52,0.0
1189,76,4,10.64,0.15
1189,8,3,274.79,0.0
1190,82,2,55.45,0.0
1190,26,3,36.15,0.1
1190,51,4,37.61,0.0
1190,120,1,87.36,0.0
1191,57,2,260.52,0.0
1191,2,2,26.52,0.0
1191,115,1,22.31,0.0
1191,82,1,55.45,0.0
1191,58,4,22.91,0.0
1192,10,2,121.49,0.0
1192,40,3,72.98,0.0
1192,51,1,37.61,0.0
1193,85,3,22.44,0.0
1194,73,4,111.85,0.1
1194,31,2,527.26,0.0
1194,32,3,37.01,0.0
1195,110,4,59.35,0.0
1195,87,1,400.13,0.0
1195,33,2,19.5,0.0
1195,119,4,44.92,0.0
1195,81,2,31.68,0.0
1196,97,3,15.51,0.0
1196,60,4,91.68,0.15
1196,56,1,180.17,0.0
1197,17,1,30.4,0.0
1197,76,4,10.64,0.0
1197,88,2,13.67,0.0
1197,10,3,121.49,0.0
1197,113,1,570.95,0.0
1198,83,4,34.02,0.0
1198,18,4,673.88,0.0
1198,96,1,13.59,0.0
1199,61,1,37.44,0.0
1199,47,1,25.63,0.0
1199,16,2,15.62,0.0
1199,48,4,128.2,0.0
1199,66,1,405.53,0.0
1200,95,3,31.66,0.0
1200,71,3,114.05,0.0
1200,100,1,30.75,0.0
1200,17,4,30.4,0.0
1201,7,1,23.82,0.0
1201,105,3,45.11,0.0
1201,48,1,128.2,0.0
1201,53,2,108.15,0.0
1202,3,1,210.73,0.1
1202,84,2,62.27,0.15
1202,108,2,27.5,0.0
1203,85,2,22.44,0.0
1203,25,1,11.98,0.0
1203,71,3,114.05,0.0
1203,38,3,37.51,0.0
1203,112,1,10.05,0.0
1204,68,3,34.7,0.0
1205,54,2,27.62,0.0
1205,70,3,28.81,0.1
1205,98,4,979.01,0.0
1206,98,1,979.01,0.0
1206,14,3,74.09,0.0
1206,113,4,570.95,0.15
1206,81,2,31.68,0.1
1207,107,1,257.39,0.0
1207,99,1,38.04,0.0
1207,40,3,72.98,0.0
1207,71,2,114.05,0.0
1207,112,1,10.05,0.0
1208,24,1,20.63,0.0
1208,41,2,61.94,0.0
1209,1,3,74.48,0.0
1209,26,4,36.15,0.0
1209,22,3,133.91,0.0
1209,115,3,22.31,0.0
1210,46,3,1072.61,0.1
1210,64,3,248.26,0.0
1210,1,3,74.48,0.0
1211,95,4,31.66,0.1
1212,40,1,72.98,0.2
1212,72,3,27.53,0.15
1212,82,4,55.45,0.1
1212,71,1,114.05,0.0
1212,12,3,61.23,0.15
1213,87,2,400.13,0.0
1213,40,4,72.98,0.0
1213,8,1,274.79,0.0
1214,89,4,15.09,0.15
1215,23,3,25.86,0.0
1215,6,2,79.0,0.1
1215,58,4,22.91,0.0
1216,32,4,37.01,0.0
1217,5,1,95.87,0.0
1217,104,4,291.82,0.15
1218,90,2,109.37,0.0
1219,72,4,27.53,0.0
1219,104,2,291.82,0.0
1219,49,1,23.55,0.0
1219,20,2,17.08,0.0
1219,42,1,13.33,0.0
1220,63,4,19.91,0.1
1220,9,2,35.83,0.0
1220,29,1,102.09,0.0
1220,93,4,68.0,0.0
1221,71,4,114.05,0.2
1221,72,2,27.53,0.0
1222,9,4,35.83,0.0
1223,76,1,10.64,0.0
1223,62,4,151.53,0.0
1223,1,1,74.48,0.0
1223,101,1,29.93,0.0
1224,72,3,27.53,0.0
1224,10,2,121.49,0.0
1224,73,4,111.85,0.0
1224,7,1,23.82,0.1
1224,28,2,93.78,0.0
1225,60,1,91.68,0.0
1226,23,3,25.86,0.0
1226,90,1,109.37,0.1
1226,20,3,17.08,0.0
1226,65,4,759.55,0.0
1226,32,2,37.01,0.2
1227,24,3,20.63,0.0
1227,98,2,979.01,0.0
1227,86,4,230.89,0.0
1228,91,2,128.38,0.0
1228,38,3,37.51,0.0
1229,71,4,114.05,0.1
1230,113,1,570.95,0.0
1230,9,1,35.83,0.0
1230,12,1,61.23,0.0
1230,70,1,28.81,0.0
1230,31,3,527.26,0.0
1231,58,2,22.91,0.0
1231,21,1,82.02,0.0
1231,83,2,34.02,0.0
1231,115,4,22.31,0.0
1231,84,3,62.27,0.0
1232,68,4,34.7,0.2
1232,45,2,28.82,0.0
1232,22,2,133.91,0.0
1232,11,1,362.9,0.0
1233,75,2,350.21,0.0
1233,60,1,91.68,0.0
1233,64,2,248.26,0.0
1233,7,2,23.82,0.1
1233,76,3,10.64,0.0
1234,80,1,21.1,0.0
1235,93,1,68.0,0.0
1235,53,4,108.15,0.0
1235,17,2,30.4,0.0
1235,48,4,128.2,0.0
1235,56,1,180.17,0.0
1236,75,3,350.21,0.0
1236,1,4,74.48,0.1
1236,94,1,8.62,0.0
1236,92,3,66.97,0.0
1236,59,4,90.35,0.1
1237,42,4,13.33,0.0
1237,29,3,102.09,0.0
1237,90,2,109.37,0.15
1238,31,2,527.26,0.0
1238,10,2,121.49,0.1
1238,27,3,86.91,0.0
1238,52,4,15.79,0.0
1239,108,1,27.5,0.0
1240,97,3,15.51,0.15
1240,48,2,128.2,0.0
1241,83,4,34.02,0.0
1241,30,2,18.03,0.0
1241,10,2,121.49,0.0
1242,104,3,291.82,0.0
1242,11,2,362.9,0.0
1242,103,3,101.9,0.0
1243,79,1,73.8,0.0
1243,46,4,1072.61,0.1
1244,95,3,31.66,0.0
1245,5,2,95.87,0.0
1245,112,1,10.05,0.0
1245,10,2,121.49,0.15
1245,4,2,30.61,0.15
1246,81,3,31.68,0.0
1246,109,2,24.7,0.0
1246,96,2,13.59,0.0
1246,72,1,27.53,0.0
1246,118,3,369.42,0.0
1247,52,1,15.79,0.0
1247,28,3,93.78,0.0
1248,25,1,11.98,0.2
1249,85,4,22.44,0.0
1249,53,1,108.15,0.0
1249,13,1,290.11,0.0
1249,89,4,15.09,0.0
1250,1,3,74.48,0.0
1250,76,1,10.64,0.0
1250,61,4,37.44,0.0
1250,71,2,114.05,0.0
1250,105,3,45.11,0.0
1251,60,3,91.68,0.0
1252,23,2,25.86,0.1
1252,41,2,61.94,0.1
1252,110,2,59.35,0.0
1252,15,2,50.98,0.15
1253,90,3,109.37,0.1
1253,99,2,38.04,0.1
1253,78,2,137.74,0.0
1253,32,4,37.01,0.0
1253,117,2,15.26,0.0
1254,78,4,137.74,0.0
1254,94,4,8.62,0.0
1254,4,2,30.61,0.0
1255,93,2,68.0,0.0
1256,103,4,101.9,0.1
1256,2,3,26.52,0.0
1257,14,3,74.09,0.1
1257,48,3,128.2,0.0
1257,22,1,133.91,0.15
1257,66,3,405.53,0.0
1258,63,2,19.91,0.0
1258,116,4,340.28,0.2
1259,69,1,149.0,0.0
1259,12,1,61.23,0.0
1260,70,3,28.81,0.0
1260,54,2,27.62,0.0
1260,33,4,19.5,0.0
1260,111,2,36.67,0.0
1260,39,2,813.85,0.0
1261,39,1,813.85,0.2
